id,article_category,article_title,device_id,fail_reason,is_completed,push_type,retry_count,sent_at,status
7706,북한,"정동영 ""北축구단 방남, 좋은 선례 남기는 게 목표""",29cb429337f366e86a3ee52d61a0a885ba5c2701849f2598351e47ff421bcf56,ExpiredProviderToken,1,APNs,0,2026-05-25 22:02:22,fail
7707,북한,"정동영 ""北축구단 방남, 좋은 선례 남기는 게 목표""",3i0OYmNr9m1:APA91baM3KHBOweWhvfT9MzCwBuZ2RGeSAfNd5FAH_db-_cMV2g2Ok__0WKLt7zTgCpSYuILXFuh9RK1wLWArqZhDANKLUmshM68Zj9K_GibXnlwvkHMlxmVL_ePCg-yjFPRDxvyhrhO,,1,FCM,0,2026-05-25 22:02:22,success
7708,북한,"정동영 ""北축구단 방남, 좋은 선례 남기는 게 목표""",7TAIcIBxKMZ:APA91b7ElIt8GMB4Aws6Clewf4pgIe5vDsGvvYpXWZEbaBoC4wH0ZoqifSUEAt6OTx1uZ6cWeGKPx3I4amWYPhxOVZA5OP4-SqklhTu_3w5y-eT7T2hFNcC89qdlEG3jH5JupZMcM7ul,InvalidRegistration,1,FCM,1,2026-05-25 22:02:23,fail
7709,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",qkC5nbUj2UZ:APA91bI0PJrwzhKxNNFhlkNDc6FfwesfSMTNcGk1aM1iC6uFBIIQCh8moR3BgqmjsYNW_jxIl-2UpBwq_1GGp86YraIGd_avJXREspOzj-HLPoS4VYnDK4QY75cfKtDGVnSKm3y3vK-S,,1,FCM,1,2026-05-25 22:02:23,success
7710,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",gM6SdtAYYwN:APA91bb5Bpacgjl9LOUEHeWiiGaeBQHiarxB9R9qq1P3iIGRwghrUZy2fpGW_atPRVNuK7ckN_t-k6MEUH34Dy3jE2F5cxxNp6IpJsOw5HlFnBvoJTxh1YECf5wpac577jcOlBNVIDrg,InvalidRegistration,1,FCM,0,2026-05-25 22:02:22,fail
7711,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",df672b1f45bb96e4db70bef7e2d35335b623e48fa1913b95bb3eb96fbd416b7e,,1,APNs,0,2026-05-25 22:02:22,success
7712,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",Sm9ozPqysbI:APA91b_wjgG-hYFkGEMyI-Av7Wxgs5_9CJK3SXnJZtV3ECyCGvzqdzMBikU-xhsD-MlbDQhetahbggmd9_58IIvt7J__CeNwS_7oyUXdQDsZr_S3yi682suHcPy1UWn3OQOxL_QRXZJI,,1,FCM,0,2026-05-25 22:02:22,success
7713,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",d130339eb0558ccf92ab8551bd2f9b5bb531a38d1df0aacac06e9f7039d614ca,,1,APNs,0,2026-05-25 22:02:22,success
7714,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",ROeiNxabWre:APA91buMkON_FvHb8DOsyj4Kk3pyNLr_6sO-y0epPPFKCEt8U8w6bf5_5DvM25dHd0bz6ke3Kkqw74C5mUqAI6h-0N-u9vsHy5s-n52TQ0Q6clV_jcogs6-EdUYXOyoPhp8Qef3TBe14,,1,FCM,0,2026-05-25 22:02:22,success
7715,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",8e74a0bc0e50832ede3fe053a589ad18f59abf64c6c45ca232472b751109c709,Unregistered,1,APNs,0,2026-05-25 22:02:22,fail
7716,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",uxrLvV1ocV5:APA91b6ilS0M-HhyvFOYjHrrqn9J8pFX8fF2Sx4w0Pqi0jiR01Bh4apnP_HY4_6cDxrcC0axj2lC1dWXQlo0PpzZOI6INZAJdStmps581G15lcFpeQEKm1kF2fedChlzyeiJHdqslZWC,,1,FCM,1,2026-05-25 22:02:23,success
7717,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",xEQJZy3Doyy:APA91bqd8MJTXbHZ361dqe6UWz4S3J9nBu-oLlSrdiH8vyDpzs3dNZG618H6zvfiC-h7zvOK8I5XJ8sSnLORdFAPh-WY6ecn4RAc2M1_sULczHvU4pVyyusdacR2bKUWeZez0jd52Ewd,,1,FCM,1,2026-05-25 22:02:23,success
7718,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",ce06d9086a2d64c2b0c75017b7a8e6f8cab08f44d1f9ed4e6a0935e44c43686f,,1,APNs,0,2026-05-25 22:02:22,success
7719,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",qFcsMrf6dWS:APA91bz1KnBgizqnC_fcwqzB7Nmuwwerj6xEfHXRRNJ9ou-vfRoyK4MgoTwjlMDq_SVlySPArMWuiyeudxh1PrCs78t25GPBA5f4U0fzj5pSsdDcxo3THtZ6hKiCeSxHKnQgZYZUKXaE,,1,FCM,0,2026-05-25 22:02:22,success
7720,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",8rNMc1bmuSs:APA91bH1XjQBVlfnnOcfCd_OrxF9Ln_J7O-s6UGZN0fumBrrTfU9GQb2K-FuH-PqdI9KIuYUv4hQs51GmXujYFk24SZvHi5FFlumsRa9QsEBYtwI7ekSKtVxm2BqpggyyUvVc9_jHMAT,,1,FCM,0,2026-05-25 22:02:22,success
7721,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",5b617614df41a4bb4d273fc232b0d7578c59cd258279ddf43c22841928722428,BadDeviceToken,1,APNs,0,2026-05-25 22:02:22,fail
7722,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",a7d5f388d4408c6a206da254f303ca96681dfb1ee9234e3a7fc6f54c9520c2f6,BadDeviceToken,1,APNs,0,2026-05-25 22:02:22,fail
7723,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",wbXtrDheRFV:APA91bT7V1xJAtVnk7bUkPlUZCpAQhtippVuK_MxjH6W6TuSaIXwuV5BGALKw-obwsdBGfGz5WISu4KnRovE7RL_ZKdrRUr2kKtj4Ol9bkqR3Es3Le-PVeiSzl-tAdLlrc3VyD45kY7C,,1,FCM,0,2026-05-25 22:02:22,success
7724,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",DWyYOlQlJ6h:APA91bnXeN-EfnAONzsMZXrtEixZGa2cdkmOx9xtaUfIGUsJP4sFEYPPbkbq1T_NF30zY_bjCHydRipbtMycV8bkWxlcNVIJ8ELsepS-f22PNwKaKKOgClsAJ-AgRcqMDdqLzgauBs25,,1,FCM,0,2026-05-25 22:02:22,success
7725,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",76229b76031383ee32d95343da52c7d4dd2a7393fdd357151a4691dbfe8ab62d,,1,APNs,0,2026-05-25 22:02:22,success
7726,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",QTmmkI0YQTr:APA91bNxnDYyNLZWAz-TiM5rwMUlpVUyOvAsDa9OX3S0OF3QHxVo7le01BbO2WKSMDPpKTgfe92rOpk55d1syJqTGKUWps44IUbpaiXoYTWS1HUK2bl80vsoVshpuURc2kJhAGePz0Se,,1,FCM,0,2026-05-25 22:02:22,success
7727,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",Ux9emSh41YW:APA91bIfLsNg5YS3pBX06HT2EgUca7BYJC7gnCNDYNWUZEEhQ48NSLX5KFVVNB3dYdYdfjROsXXQOGAZ14Hi_KzxVgIO_qUWqnb21spOhhf9WDOJvZhzkKh12GkNn3kM0scXwgLxUIcP,,1,FCM,0,2026-05-25 22:02:22,success
7728,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",PVrMMkwG1rs:APA91bq8qyocyf9FkVI_I_pk8L9xa2C2MkBvBY5WZE_-ntW3YCrHDE2HMlHnBBycRXVj8Fh-sLXXRj1zsiy7RW-fv07_VqGxQxAwM1eN0WtiEeZnp_gmOXB3jl7dgErDn9p6HW8_sNe7,,1,FCM,0,2026-05-25 22:02:22,success
7729,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",24KwfCSy7eX:APA91bO8kVsLzNoHJ41Z42Li847ToMwbZqykqZKZBJ4j9sNYB32tR0TeTpN7ohAB4m90Br80W5VyS-jUzPA7d5vi7ExcWR3HuVRisQGXO2ouG39g3NT1XP7C8aFXuQ7PX72fuBo0ja_6,,1,FCM,0,2026-05-25 22:02:22,success
7730,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",977ae5d3f208c35fe37ed352a61f7038dd287a275c9d877d01b8a7fb85a39e15,,1,APNs,0,2026-05-25 22:02:22,success
7731,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",M9aD9JmikrI:APA91b0tqYY5Qp1vGrQEhmqlXHGO7ueIHTnqpbqcwOOe-wuKlij0wTo5RQ1-RXczl_USHH7XTNnpBW0FbTdIWqikU2Saw0WMXfhxu50tPSVN9wg3oDsHkWo5WUkZYGxYm2C-4r2oZEWB,InvalidRegistration,1,FCM,0,2026-05-25 22:02:22,fail
7732,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",a2978bbadc3514df49319cbb19eb06534eff33bed97720155097ad002238e50a,BadDeviceToken,1,APNs,0,2026-05-25 22:02:22,fail
7733,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",Zp6jR8bV6me:APA91bSRidmWubemY_bINPyThs9KdR4l8PuGnEpQBL5M9ujAQgbaLlfBsSV-goyuMlzPYahVECBzJEncm7SfzRfECICMG9Iw-4e_tTGynJ7PeYeRXuYs-sxhK7u4ewY58h8feQjKb0Ei,,1,FCM,2,2026-05-25 22:09:13,success
7734,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",BVWS6hX2xL7:APA91bRgKpl9925AueIXVBm7X8m9u1dAInu-pUpMH7wXX4EtJ7c6AC79939AK1SDzuqhJ-YjTx5aZTmNgt1Us0jeVcxLPdt-K7MjYCI0hVzS7QCZujxwZfVGTlzniFbv2X3PpYpJEvHC,,1,FCM,0,2026-05-25 22:02:22,success
7735,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",739418ea53da067564debdc4cc2770cdeeba7bb8e090a57fbf2c2b888a5159a4,Unregistered,1,APNs,0,2026-05-25 22:02:22,fail
7736,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",997b17bdb2df5c4defd601a519f8be4131f9ba8449a186d597c84797ef43bbd0,ExpiredProviderToken,1,APNs,0,2026-05-25 22:02:22,fail
7737,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",8iZIUlmK2X5:APA91bXuv2UDBYwiAiXav-f6-ISEq1mIbMOTHaUhdsz9Mz1bcCzXuJ8DZdMeJ4aJKaMF8DTqslXaBoIdOOWntSuTAbGLgU3iAKYRuKs9ULWhSPHQh1bKfPB6SnFRV0UEscaDbAC5Y7Ju,,1,FCM,1,2026-05-25 22:02:23,success
7738,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",e74bf4733fad9367a545a98a195b65030834aca1e9b4db1278f5728436b22b19,,1,APNs,0,2026-05-25 22:02:22,success
7739,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",v3EnibJKoY9:APA91bE7-77GA-KcwV99GGmyIHRFRAuYGYPxOStCYpzwZqmSnOCsdhfmNsjhGQdGo68SkOR9qRO8YbKk2fn5ERBRSXDI3lsUyU9RiMRB98Rsr32MRgFOpTsjE2xhk-cW9k_--HOW1ypH,,1,FCM,0,2026-05-25 22:02:22,success
7740,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",IsMfEU0J0Jy:APA91bDYnMYJwJ1Cl12zUjuL9OKGFkwzHSs0l82mAJSQ1lnc4TxEWM4VFvDtx-4mE4lH_At1tTrCgR4dmrzsFWxaCxgjr5suWiHHxnzfYFO-VzWEeAbxkDIHmI7vOcDzf11jR3wNcxki,,1,FCM,1,2026-05-25 22:02:23,success
7741,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",i5HrmonZ6yg:APA91bow91Q1z-qI5c1aprc3hUNzoLbCurqUISYkrpKgHpbclZ701IsnKeMkauEyRgmFcAIlb552LNnCgVvsU5UQxnGJY7vWfqRvRJtL_oK9RY9wpVTnsNxAjU8QMJ6wI9fhbntD7pkR,,1,FCM,0,2026-05-25 22:02:22,success
7742,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",G1LFCCRrUIK:APA91bOh7RXu-nxGK4ZdEYe2S1sJ5gYv8jhtIwB-oKoNTle_8iW85nRd_6qeN6DYZxtaWevj_hvd8usu9X6Nb3H13mYKJEojyBBuGvBQ_jTXCHEbNuvbWmA4FBxHFrYTugKvM2zaavgb,,1,FCM,0,2026-05-25 22:02:22,success
7743,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",a6b0ee30ce01e066479d0f39f996f3afabcc2b2720e3e65781398fd11c1ae17e,BadDeviceToken,1,APNs,0,2026-05-25 22:02:22,fail
7744,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",00807011659a024579610284632382930e3ca426be8136c6d14e9afb5424b368,Unregistered,1,APNs,0,2026-05-25 22:02:22,fail
7745,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",eIosxxkH4lq:APA91baqhQ_Bzt-X1MnbKmBCYACd7DYwFsma1xfwv7ovvrrz7XGR6bT4oNp1LIpSItKsGP0WykQIiKG2fTHLmITkgeebwhd22cO9DUOp4deoZp4Fa0r7vHLvPCI9eYJGK5fTQ-pbtSTp,InvalidRegistration,1,FCM,0,2026-05-25 22:02:22,fail
7746,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",eqI2BdzgtSk:APA91bJFWC8t7H5BakKdkn6oekaBNQe3Rln_3ELoc20kOm755pFYvTT6hBJwZTRMorcYzPaKYgqpGYOu9a2CeITElGrC-qbNhasSxIAC9DBl1XRpDrm8n4njnTs5GMlCHiVCUzpOaz8A,,1,FCM,2,2026-05-25 22:09:13,success
7747,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",s9ewzz18fYz:APA91bKrxoLoNqn59Ql8_NAyx2-zoVuN29NVf_dUZbAvmYW9cPA5_HB1tD9mYLg-JbH_DViHHu98R6uWUxtT2dwABahV2Ixx3udQIJ7YiFO-kCFIY7f9Eo65F2BHCi2giXta3MEK0jIf,InvalidRegistration,1,FCM,0,2026-05-25 22:02:22,fail
7748,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",GxkFogGF8Pe:APA91b5xmBGZS9-xD-bFPMVnkZhsLnkwkjDyh9L-toyWqUI2baZkVnwOqrWrKz_ia5tiflZdx9V_LyAnHZ-1SoHh69r3Iyv1FUQH2Qay1cHfalkyq6bWSGJZVHzBEvTLVfIRT3NbPl9r,,1,FCM,1,2026-05-25 22:02:23,success
7749,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",efb76398011561b19b12b26738caae922a00cdcef4fbf625aac9f6c928c2219a,,1,APNs,0,2026-05-25 22:02:22,success
7750,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",OtrEXwspteE:APA91bcW-8frcvZk2BbRs6RptjVSTY8vSHHkiJ-wvU4j7W3xcOJVUsTiZkNxTPXZAraNgD41tPjrPy3FxQYM_swnTUGqotZbvnqLsGtV5cZZUIaE9WphEcxTMkOsNGghftmu7bV_VK9D,InvalidRegistration,1,FCM,1,2026-05-25 22:02:23,fail
7751,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",1bb32a12adc322cf120bedc1c5d5d7b6c2069fe89bd96ab6a90d622ab0d5d338,,1,APNs,0,2026-05-25 22:02:22,success
7752,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",as193IuAHq6:APA91bDz7v4CNZ-FMLw76ekVr93WgpK3mhAvW5Exky8nPCQJvRmk-TCi66-bK5Y2u7gV-8mrS-Zze0sbTLANu3ckQHWOX3aLPuyhLM6kd0fXGi7Rl32pNDcpJIiwayUUeuwrLjhmqi9b,,1,FCM,0,2026-05-25 22:02:22,success
7753,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",UdOv9I5bwiA:APA91bkgmjb5EF6nhR1EKlZLB8iqds4OO2cUWli_GO3t5S_gKW9m22JLpVePeAgmSyj8RuGfSvuaxzURUPCDqVvshF96-_0qZguZMaIQetQvZSMWicWmUFPgWizQo8oCrvq1DDbIuBmY,InvalidRegistration,1,FCM,0,2026-05-25 22:02:22,fail
7754,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",5851b87939e435b055977afd9e0ea0ccff1ebdea10e9ab644443061a20edd5ca,DeviceTokenNotForTopic,1,APNs,0,2026-05-25 22:02:22,fail
7755,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",29cb429337f366e86a3ee52d61a0a885ba5c2701849f2598351e47ff421bcf56,Unregistered,1,APNs,0,2026-05-25 22:02:22,fail
7756,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",3i0OYmNr9m1:APA91baM3KHBOweWhvfT9MzCwBuZ2RGeSAfNd5FAH_db-_cMV2g2Ok__0WKLt7zTgCpSYuILXFuh9RK1wLWArqZhDANKLUmshM68Zj9K_GibXnlwvkHMlxmVL_ePCg-yjFPRDxvyhrhO,,1,FCM,0,2026-05-25 22:02:22,success
7757,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",7TAIcIBxKMZ:APA91b7ElIt8GMB4Aws6Clewf4pgIe5vDsGvvYpXWZEbaBoC4wH0ZoqifSUEAt6OTx1uZ6cWeGKPx3I4amWYPhxOVZA5OP4-SqklhTu_3w5y-eT7T2hFNcC89qdlEG3jH5JupZMcM7ul,,1,FCM,0,2026-05-25 22:02:22,success
7758,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",qkC5nbUj2UZ:APA91bI0PJrwzhKxNNFhlkNDc6FfwesfSMTNcGk1aM1iC6uFBIIQCh8moR3BgqmjsYNW_jxIl-2UpBwq_1GGp86YraIGd_avJXREspOzj-HLPoS4VYnDK4QY75cfKtDGVnSKm3y3vK-S,,1,FCM,3,2026-05-25 22:10:14,success
7759,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",gM6SdtAYYwN:APA91bb5Bpacgjl9LOUEHeWiiGaeBQHiarxB9R9qq1P3iIGRwghrUZy2fpGW_atPRVNuK7ckN_t-k6MEUH34Dy3jE2F5cxxNp6IpJsOw5HlFnBvoJTxh1YECf5wpac577jcOlBNVIDrg,InvalidRegistration,1,FCM,1,2026-05-25 22:02:23,fail
7760,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",df672b1f45bb96e4db70bef7e2d35335b623e48fa1913b95bb3eb96fbd416b7e,ExpiredProviderToken,1,APNs,0,2026-05-25 22:02:22,fail
7761,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",Sm9ozPqysbI:APA91b_wjgG-hYFkGEMyI-Av7Wxgs5_9CJK3SXnJZtV3ECyCGvzqdzMBikU-xhsD-MlbDQhetahbggmd9_58IIvt7J__CeNwS_7oyUXdQDsZr_S3yi682suHcPy1UWn3OQOxL_QRXZJI,,1,FCM,3,2026-05-25 22:10:14,success
7762,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",d130339eb0558ccf92ab8551bd2f9b5bb531a38d1df0aacac06e9f7039d614ca,,1,APNs,0,2026-05-25 22:02:22,success
7763,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",ROeiNxabWre:APA91buMkON_FvHb8DOsyj4Kk3pyNLr_6sO-y0epPPFKCEt8U8w6bf5_5DvM25dHd0bz6ke3Kkqw74C5mUqAI6h-0N-u9vsHy5s-n52TQ0Q6clV_jcogs6-EdUYXOyoPhp8Qef3TBe14,,1,FCM,0,2026-05-25 22:02:22,success
7764,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",8e74a0bc0e50832ede3fe053a589ad18f59abf64c6c45ca232472b751109c709,,1,APNs,0,2026-05-25 22:02:22,success
7765,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",uxrLvV1ocV5:APA91b6ilS0M-HhyvFOYjHrrqn9J8pFX8fF2Sx4w0Pqi0jiR01Bh4apnP_HY4_6cDxrcC0axj2lC1dWXQlo0PpzZOI6INZAJdStmps581G15lcFpeQEKm1kF2fedChlzyeiJHdqslZWC,,1,FCM,0,2026-05-25 22:02:22,success
7766,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",xEQJZy3Doyy:APA91bqd8MJTXbHZ361dqe6UWz4S3J9nBu-oLlSrdiH8vyDpzs3dNZG618H6zvfiC-h7zvOK8I5XJ8sSnLORdFAPh-WY6ecn4RAc2M1_sULczHvU4pVyyusdacR2bKUWeZez0jd52Ewd,,1,FCM,0,2026-05-25 22:02:22,success
7767,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",ce06d9086a2d64c2b0c75017b7a8e6f8cab08f44d1f9ed4e6a0935e44c43686f,,1,APNs,0,2026-05-25 22:02:22,success
7768,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",qFcsMrf6dWS:APA91bz1KnBgizqnC_fcwqzB7Nmuwwerj6xEfHXRRNJ9ou-vfRoyK4MgoTwjlMDq_SVlySPArMWuiyeudxh1PrCs78t25GPBA5f4U0fzj5pSsdDcxo3THtZ6hKiCeSxHKnQgZYZUKXaE,InvalidRegistration,1,FCM,0,2026-05-25 22:02:22,fail
7769,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",8rNMc1bmuSs:APA91bH1XjQBVlfnnOcfCd_OrxF9Ln_J7O-s6UGZN0fumBrrTfU9GQb2K-FuH-PqdI9KIuYUv4hQs51GmXujYFk24SZvHi5FFlumsRa9QsEBYtwI7ekSKtVxm2BqpggyyUvVc9_jHMAT,,1,FCM,0,2026-05-25 22:02:22,success
7770,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",5b617614df41a4bb4d273fc232b0d7578c59cd258279ddf43c22841928722428,ExpiredProviderToken,1,APNs,0,2026-05-25 22:02:22,fail
7771,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",a7d5f388d4408c6a206da254f303ca96681dfb1ee9234e3a7fc6f54c9520c2f6,,1,APNs,0,2026-05-25 22:02:22,success
7772,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",wbXtrDheRFV:APA91bT7V1xJAtVnk7bUkPlUZCpAQhtippVuK_MxjH6W6TuSaIXwuV5BGALKw-obwsdBGfGz5WISu4KnRovE7RL_ZKdrRUr2kKtj4Ol9bkqR3Es3Le-PVeiSzl-tAdLlrc3VyD45kY7C,,1,FCM,1,2026-05-25 22:02:23,success
7773,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",DWyYOlQlJ6h:APA91bnXeN-EfnAONzsMZXrtEixZGa2cdkmOx9xtaUfIGUsJP4sFEYPPbkbq1T_NF30zY_bjCHydRipbtMycV8bkWxlcNVIJ8ELsepS-f22PNwKaKKOgClsAJ-AgRcqMDdqLzgauBs25,,1,FCM,1,2026-05-25 22:02:23,success
7774,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",76229b76031383ee32d95343da52c7d4dd2a7393fdd357151a4691dbfe8ab62d,BadDeviceToken,1,APNs,0,2026-05-25 22:02:22,fail
7775,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",QTmmkI0YQTr:APA91bNxnDYyNLZWAz-TiM5rwMUlpVUyOvAsDa9OX3S0OF3QHxVo7le01BbO2WKSMDPpKTgfe92rOpk55d1syJqTGKUWps44IUbpaiXoYTWS1HUK2bl80vsoVshpuURc2kJhAGePz0Se,InvalidRegistration,1,FCM,0,2026-05-25 22:02:22,fail
7776,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",Ux9emSh41YW:APA91bIfLsNg5YS3pBX06HT2EgUca7BYJC7gnCNDYNWUZEEhQ48NSLX5KFVVNB3dYdYdfjROsXXQOGAZ14Hi_KzxVgIO_qUWqnb21spOhhf9WDOJvZhzkKh12GkNn3kM0scXwgLxUIcP,,1,FCM,0,2026-05-25 22:02:22,success
7777,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",PVrMMkwG1rs:APA91bq8qyocyf9FkVI_I_pk8L9xa2C2MkBvBY5WZE_-ntW3YCrHDE2HMlHnBBycRXVj8Fh-sLXXRj1zsiy7RW-fv07_VqGxQxAwM1eN0WtiEeZnp_gmOXB3jl7dgErDn9p6HW8_sNe7,,1,FCM,1,2026-05-25 22:02:23,success
7778,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",24KwfCSy7eX:APA91bO8kVsLzNoHJ41Z42Li847ToMwbZqykqZKZBJ4j9sNYB32tR0TeTpN7ohAB4m90Br80W5VyS-jUzPA7d5vi7ExcWR3HuVRisQGXO2ouG39g3NT1XP7C8aFXuQ7PX72fuBo0ja_6,,1,FCM,1,2026-05-25 22:02:23,success
7779,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",977ae5d3f208c35fe37ed352a61f7038dd287a275c9d877d01b8a7fb85a39e15,,1,APNs,0,2026-05-25 22:02:22,success
7780,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",M9aD9JmikrI:APA91b0tqYY5Qp1vGrQEhmqlXHGO7ueIHTnqpbqcwOOe-wuKlij0wTo5RQ1-RXczl_USHH7XTNnpBW0FbTdIWqikU2Saw0WMXfhxu50tPSVN9wg3oDsHkWo5WUkZYGxYm2C-4r2oZEWB,,1,FCM,0,2026-05-25 22:02:22,success
7781,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",a2978bbadc3514df49319cbb19eb06534eff33bed97720155097ad002238e50a,,1,APNs,0,2026-05-25 22:02:22,success
7782,북한,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",Zp6jR8bV6me:APA91bSRidmWubemY_bINPyThs9KdR4l8PuGnEpQBL5M9ujAQgbaLlfBsSV-goyuMlzPYahVECBzJEncm7SfzRfECICMG9Iw-4e_tTGynJ7PeYeRXuYs-sxhK7u4ewY58h8feQjKb0Ei,,1,FCM,0,2026-05-25 22:02:22,success
